word,avg_green,avg_yellow,avg_grey,entropy,avg_green_scaled,avg_yellow_scaled,avg_grey_scaled,entropy_scaled,TYPE,GREEN,YELLOW,GREY,ENTROPY
nasty,0.41,1.16,3.43,5.59,0.482,0.667,0.273,0.862,,,,,
olive,0.34,1.17,3.49,4.98,0.400,0.672,0.301,0.767,,,,,
inert,0.25,1.44,3.31,5.31,0.294,0.828,0.218,0.818,,,,,
hasty,0.43,1.06,3.52,5.49,0.506,0.609,0.315,0.846,,,,,
hairy,0.47,0.85,3.68,5.38,0.553,0.489,0.389,0.829,,,,,
badge,0.44,0.98,3.58,5.16,0.518,0.563,0.343,0.795,,,,,
asset,0.38,1.38,3.24,4.92,0.447,0.793,0.185,0.758,,,,,
manor,0.4,1.08,3.53,5.48,0.471,0.621,0.319,0.845,,,,,
donor,0.39,0.73,3.88,4.65,0.459,0.420,0.481,0.716,,,,,
gaily,0.49,0.76,3.76,5.36,0.576,0.437,0.426,0.826,,,,,
gully,0.36,0.35,4.29,4.34,0.424,0.201,0.671,0.668,,,,,
lofty,0.4,0.74,3.87,4.95,0.471,0.425,0.477,0.762,,,,,
sting,0.35,1.07,3.58,5.22,0.412,0.615,0.343,0.804,,,,,
foggy,0.38,0.29,4.33,3.94,0.447,0.167,0.690,0.606,,,,,
photo,0.3,0.6,4.09,4.15,0.353,0.345,0.579,0.638,,,,,
rainy,0.49,0.92,3.59,5.6,0.576,0.529,0.347,0.863,,,,,
incur,0.15,1.06,3.79,4.6,0.176,0.609,0.440,0.708,,,,,
safer,0.58,1.35,3.07,5.8,0.682,0.776,0.106,0.894,,,,,
eagle,0.42,0.97,3.61,4.66,0.494,0.557,0.356,0.717,,,,,
mania,0.37,0.7,3.93,4.78,0.435,0.402,0.505,0.736,,,,,
freer,0.5,0.5,4,3.88,0.588,0.287,0.537,0.596,,,,,
kneel,0.36,0.82,3.82,4.27,0.424,0.471,0.454,0.657,,,,,
truce,0.39,1.15,3.46,5.36,0.459,0.661,0.287,0.826,,,,,
sworn,0.34,1.16,3.5,5.18,0.400,0.667,0.306,0.798,,,,,
stony,0.43,1.05,3.52,5.49,0.506,0.603,0.315,0.846,,,,,
tread,0.36,1.45,3.19,5.7,0.424,0.833,0.162,0.879,,,,,
steal,0.34,1.72,2.94,5.87,0.400,0.989,0.046,0.905,,,,,
murky,0.36,0.52,4.12,4.95,0.424,0.299,0.593,0.762,,,,,
otter,0.36,1.16,3.49,4.77,0.424,0.667,0.301,0.734,,,,,
groom,0.29,0.66,4.06,4.16,0.341,0.379,0.565,0.640,,,,,
hitch,0.28,0.61,4.11,4.06,0.329,0.351,0.588,0.624,,,,,
coral,0.43,1.16,3.41,5.69,0.506,0.667,0.264,0.877,,,,,
canon,0.41,0.76,3.83,4.68,0.482,0.437,0.458,0.720,,,,,
swamp,0.31,0.98,3.71,4.75,0.365,0.563,0.403,0.731,,,,,
spire,0.45,1.38,3.16,5.82,0.529,0.793,0.148,0.898,,,,,
curly,0.43,0.71,3.87,5.25,0.506,0.408,0.477,0.809,,,,,
kappa,0.25,0.41,4.34,3.37,0.294,0.236,0.694,0.517,,,,,
shaky,0.45,0.85,3.7,5.17,0.529,0.489,0.398,0.797,,,,,
easel,0.47,1.31,3.22,5.15,0.553,0.753,0.176,0.793,,,,,
latch,0.36,0.98,3.66,5.05,0.424,0.563,0.380,0.778,,,,,
shone,0.49,1.28,3.23,5.75,0.576,0.736,0.181,0.887,,,,,
tying,0.26,0.78,3.96,4.7,0.306,0.448,0.519,0.724,,,,,
smoky,0.38,0.82,3.8,4.94,0.447,0.471,0.444,0.761,,,,,
widen,0.41,0.93,3.66,5.12,0.482,0.534,0.380,0.789,,,,,
clash,0.37,1.19,3.44,5.29,0.435,0.684,0.278,0.815,,,,,
moody,0.44,0.36,4.2,4.47,0.518,0.207,0.630,0.688,,,,,
scoop,0.3,0.87,3.83,4.33,0.353,0.500,0.458,0.666,,,,,
crane,0.51,1.23,3.26,5.84,0.600,0.707,0.194,0.901,,,,,
dizzy,0.27,0.35,4.38,3.58,0.318,0.201,0.713,0.550,,,,,
aloof,0.27,0.88,3.85,4.18,0.318,0.506,0.468,0.643,,,,,
bulge,0.39,0.87,3.74,5.02,0.459,0.500,0.417,0.773,,,,,
plumb,0.22,0.65,4.12,4.24,0.259,0.374,0.593,0.652,,,,,
dingy,0.36,0.6,4.04,5.06,0.424,0.345,0.556,0.780,,,,,
scant,0.42,1.21,3.37,5.54,0.494,0.695,0.245,0.854,,,,,
satin,0.45,1.27,3.28,5.85,0.529,0.730,0.204,0.902,,,,,
flask,0.33,1.09,3.58,4.93,0.388,0.626,0.343,0.759,,,,,
plead,0.35,1.28,3.38,5.38,0.412,0.736,0.250,0.829,,,,,
froze,0.39,0.96,3.65,4.7,0.459,0.552,0.375,0.724,,,,,
timid,0.32,0.58,4.1,4.31,0.376,0.333,0.583,0.663,,,,,
batch,0.39,0.78,3.84,4.86,0.459,0.448,0.463,0.748,,,,,
witch,0.28,0.69,4.03,4.45,0.329,0.397,0.551,0.685,,,,,
punch,0.3,0.58,4.12,4.58,0.353,0.333,0.593,0.705,,,,,
shine,0.5,1.21,3.29,5.79,0.588,0.695,0.208,0.893,,,,,
adapt,0.28,0.77,3.95,4.12,0.329,0.443,0.514,0.634,,,,,
willy,0.38,0.4,4.22,4.28,0.447,0.230,0.639,0.658,,,,,
barre,0.53,0.92,3.55,5.1,0.624,0.529,0.329,0.786,,,,,
baths,0.58,0.91,3.52,5.47,0.682,0.523,0.315,0.843,,,,,
bogey,0.57,0.68,3.75,5.22,0.671,0.391,0.421,0.804,,,,,
brows,0.55,0.85,3.61,5.27,0.647,0.489,0.356,0.812,,,,,
butts,0.55,0.53,3.92,4.78,0.647,0.305,0.500,0.736,,,,,
cafes,0.74,1.03,3.24,5.71,0.871,0.592,0.185,0.880,,,,,
carts,0.69,1.07,3.25,6.11,0.812,0.615,0.190,0.943,,,,,
ching,0.33,0.63,4.04,4.67,0.388,0.362,0.556,0.719,,,,,
dares,0.77,1.26,2.96,6.48,0.906,0.724,0.056,1.000,,,,,
dived,0.46,0.63,3.91,4.51,0.541,0.362,0.495,0.694,,,,,
dolce,0.46,1.12,3.43,5.4,0.541,0.644,0.273,0.832,,,,,
doris,0.62,1.05,3.33,6.02,0.729,0.603,0.227,0.929,,,,,
downs,0.57,0.79,3.65,5.38,0.671,0.454,0.375,0.829,,,,,
dozed,0.5,0.61,3.9,4.42,0.588,0.351,0.491,0.680,,,,,
famed,0.54,0.87,3.59,5.31,0.635,0.500,0.347,0.818,,,,,
fills,0.57,0.61,3.82,4.86,0.671,0.351,0.454,0.748,,,,,
flags,0.55,0.9,3.55,5.31,0.647,0.517,0.329,0.818,,,,,
flows,0.51,0.81,3.69,5,0.600,0.466,0.394,0.770,,,,,
fools,0.65,0.58,3.77,4.92,0.765,0.333,0.431,0.758,,,,,
fumes,0.64,0.82,3.54,5.41,0.753,0.471,0.324,0.834,,,,,
gasps,0.55,0.65,3.8,4.74,0.647,0.374,0.444,0.730,,,,,
gotta,0.35,0.8,3.85,4.54,0.412,0.460,0.468,0.699,,,,,
gyros,0.46,0.99,3.56,5.33,0.541,0.569,0.333,0.821,,,,,
hanch,0.37,0.62,4.01,4.31,0.435,0.356,0.542,0.663,,,,,
hides,0.64,1.04,3.32,5.75,0.753,0.598,0.222,0.887,,,,,
hilum,0.24,0.78,3.97,4.58,0.282,0.448,0.523,0.705,,,,,
hosts,0.59,0.68,3.73,4.96,0.694,0.391,0.412,0.764,,,,,
kinda,0.25,0.98,3.77,5.05,0.294,0.563,0.431,0.778,,,,,
lawns,0.58,0.96,3.46,5.52,0.682,0.552,0.287,0.851,,,,,
limbs,0.47,0.88,3.65,5.27,0.553,0.506,0.375,0.812,,,,,
lobes,0.7,1.11,3.19,5.97,0.824,0.638,0.162,0.921,,,,,
molly,0.45,0.45,4.1,4.67,0.529,0.259,0.583,0.719,,,,,
monte,0.5,1.04,3.47,5.64,0.588,0.598,0.292,0.870,,,,,
nancy,0.41,0.56,4.03,4.46,0.482,0.322,0.551,0.686,,,,,
paved,0.53,0.85,3.62,5.26,0.624,0.489,0.361,0.811,,,,,
pumps,0.47,0.49,4.04,4.55,0.553,0.282,0.556,0.700,,,,,
pussy,0.34,0.61,4.05,4.45,0.400,0.351,0.560,0.685,,,,,
pyrex,0.36,0.83,3.81,4.54,0.424,0.477,0.449,0.699,,,,,
raids,0.62,1.14,3.24,6.02,0.729,0.655,0.185,0.929,,,,,
rains,0.66,1.13,3.21,6.17,0.776,0.649,0.171,0.952,,,,,
risks,0.5,0.73,3.77,4.83,0.588,0.420,0.431,0.744,,,,,
roofs,0.58,0.71,3.71,4.82,0.682,0.408,0.403,0.742,,,,,
saves,0.8,0.74,3.46,5.2,0.941,0.425,0.287,0.801,,,,,
serge,0.51,1.03,3.47,5.04,0.600,0.592,0.292,0.776,,,,,
servo,0.38,1.43,3.2,5.3,0.447,0.822,0.167,0.817,,,,,
situs,0.58,0.65,3.77,4.95,0.682,0.374,0.431,0.762,,,,,
slots,0.65,0.78,3.58,5.25,0.765,0.448,0.343,0.809,,,,,
soles,0.83,0.86,3.31,5.71,0.976,0.494,0.218,0.880,,,,,
spans,0.62,0.69,3.69,5.04,0.729,0.397,0.394,0.776,,,,,
stays,0.55,0.79,3.66,4.84,0.647,0.454,0.380,0.745,,,,,
teens,0.59,0.98,3.43,5.28,0.694,0.563,0.273,0.814,,,,,
turks,0.53,0.88,3.6,5.59,0.624,0.506,0.352,0.862,,,,,
vegas,0.49,1.17,3.34,5.25,0.576,0.672,0.231,0.809,,,,,
vices,0.61,0.97,3.42,5.4,0.718,0.557,0.269,0.832,,,,,
vowed,0.47,0.75,3.78,4.88,0.553,0.431,0.435,0.752,,,,,
wanna,0.37,0.36,4.27,3.65,0.435,0.207,0.662,0.561,,,,,
warts,0.64,1.01,3.36,5.85,0.753,0.580,0.241,0.902,,,,,
weeds,0.54,0.81,3.66,4.71,0.635,0.466,0.380,0.725,,,,,
worms,0.58,0.83,3.59,5.42,0.682,0.477,0.347,0.835,,,,,
dwarf,0.25,0.9,3.85,4.34,0.294,0.517,0.468,0.668,,,,,
booby,0.45,0.13,4.42,3.74,0.529,0.075,0.731,0.575,,,,,
audit,0.29,1.06,3.65,5.17,0.341,0.609,0.375,0.797,,,,,
abyss,0.39,0.79,3.82,4.16,0.459,0.454,0.454,0.640,,,,,
growl,0.29,0.9,3.82,4.67,0.341,0.517,0.454,0.719,,,,,
groin,0.33,0.99,3.69,5.23,0.388,0.569,0.394,0.806,,,,,
cater,0.57,1.23,3.21,5.92,0.671,0.707,0.171,0.913,,,,,
renew,0.44,0.77,3.79,4.46,0.518,0.443,0.440,0.686,,,,,
piety,0.42,0.96,3.62,5.37,0.494,0.552,0.361,0.828,,,,,
goose,0.48,1.03,3.49,4.99,0.565,0.592,0.301,0.769,,,,,
lilac,0.29,0.9,3.82,4.44,0.341,0.517,0.454,0.683,,,,,
stead,0.37,1.59,3.03,5.72,0.435,0.914,0.088,0.882,,,,,
berth,0.4,1.05,3.55,5.24,0.471,0.603,0.329,0.807,,,,,
wedge,0.35,0.61,4.05,3.96,0.412,0.351,0.560,0.609,,,,,
midge,0.35,0.94,3.71,5.03,0.412,0.540,0.403,0.775,,,,,
motto,0.36,0.39,4.25,3.73,0.424,0.224,0.653,0.573,,,,,
taunt,0.43,0.67,3.9,4.68,0.506,0.385,0.491,0.720,,,,,
booze,0.47,0.55,3.98,4.17,0.553,0.316,0.528,0.641,,,,,
scorn,0.34,1.27,3.39,5.35,0.400,0.730,0.255,0.825,,,,,
marsh,0.4,1.17,3.43,5.44,0.471,0.672,0.273,0.839,,,,,
aptly,0.29,0.99,3.72,4.95,0.341,0.569,0.407,0.762,,,,,
stale,0.49,1.57,2.94,6.07,0.576,0.902,0.046,0.936,,,,,
daddy,0.39,0.37,4.25,3.81,0.459,0.213,0.653,0.585,,,,,
aging,0.25,0.8,3.95,4.23,0.294,0.460,0.514,0.651,,,,,
pagan,0.36,0.56,4.08,4.33,0.424,0.322,0.574,0.666,,,,,
wharf,0.27,0.82,3.91,4.37,0.318,0.471,0.495,0.672,,,,,
fairy,0.49,0.78,3.73,5.26,0.576,0.448,0.412,0.811,,,,,
dross,0.56,0.84,3.6,4.98,0.659,0.483,0.352,0.767,,,,,
exile,0.33,0.81,3.86,4.02,0.388,0.466,0.472,0.618,,,,,
blink,0.36,0.67,3.98,4.81,0.424,0.385,0.528,0.741,,,,,
flown,0.28,0.76,3.97,4.39,0.329,0.437,0.523,0.675,,,,,
flyer,0.41,1.02,3.57,5.02,0.482,0.586,0.338,0.773,,,,,
amply,0.26,0.88,3.87,4.75,0.306,0.506,0.477,0.731,,,,,
verve,0.37,0.59,4.04,3.62,0.435,0.339,0.556,0.556,,,,,
privy,0.38,0.58,4.04,4.6,0.447,0.333,0.556,0.708,,,,,
weave,0.42,0.69,3.89,4.1,0.494,0.397,0.486,0.630,,,,,
rover,0.49,0.8,3.71,4.69,0.576,0.460,0.403,0.722,,,,,
smack,0.34,1.01,3.65,4.89,0.400,0.580,0.375,0.753,,,,,
jolly,0.41,0.36,4.23,4.09,0.482,0.207,0.644,0.629,,,,,
flint,0.38,0.8,3.82,5.02,0.447,0.460,0.454,0.773,,,,,
bliss,0.58,0.63,3.79,4.76,0.682,0.362,0.440,0.733,,,,,
dolly,0.45,0.51,4.04,4.74,0.529,0.293,0.556,0.730,,,,,
tulip,0.27,0.91,3.83,4.93,0.318,0.523,0.458,0.759,,,,,
bathe,0.44,1.08,3.48,5.27,0.518,0.621,0.296,0.812,,,,,
quota,0.27,0.93,3.79,4.51,0.318,0.534,0.440,0.694,,,,,
trout,0.34,0.79,3.87,4.59,0.400,0.454,0.477,0.707,,,,,
freak,0.32,1.2,3.49,5,0.376,0.690,0.301,0.770,,,,,
tutor,0.29,0.84,3.87,4.55,0.341,0.483,0.477,0.700,,,,,
vinyl,0.23,0.76,4.01,4.39,0.271,0.437,0.542,0.675,,,,,
sheik,0.35,1.23,3.43,5.19,0.412,0.707,0.273,0.800,,,,,
dryer,0.42,0.82,3.77,4.58,0.494,0.471,0.431,0.705,,,,,
diary,0.43,0.95,3.62,5.45,0.506,0.546,0.361,0.840,,,,,
dryly,0.33,0.66,4.02,4.23,0.388,0.379,0.546,0.651,,,,,
psalm,0.27,1.24,3.48,4.97,0.318,0.713,0.296,0.766,,,,,
adept,0.24,1.36,3.4,4.99,0.282,0.782,0.259,0.769,,,,,
bully,0.4,0.32,4.28,4.39,0.471,0.184,0.667,0.675,,,,,
lunge,0.36,1.01,3.63,5.21,0.424,0.580,0.366,0.803,,,,,
avail,0.27,0.78,3.95,4.03,0.318,0.448,0.514,0.620,,,,,
tempo,0.26,1.19,3.55,4.99,0.306,0.684,0.329,0.769,,,,,
savoy,0.48,0.97,3.56,5.12,0.565,0.557,0.333,0.789,,,,,
smash,0.36,0.86,3.79,4.38,0.424,0.494,0.440,0.674,,,,,
baggy,0.41,0.38,4.21,4.22,0.482,0.218,0.634,0.649,,,,,
gruff,0.22,0.52,4.26,3.58,0.259,0.299,0.657,0.550,,,,,
shyly,0.37,0.71,3.92,4.31,0.435,0.408,0.500,0.663,,,,,
gravy,0.38,0.7,3.92,4.7,0.447,0.402,0.500,0.724,,,,,
rowdy,0.36,0.73,3.91,4.94,0.424,0.420,0.495,0.761,,,,,
sulky,0.42,0.78,3.8,5.2,0.494,0.448,0.444,0.801,,,,,
scalp,0.36,1.21,3.43,5.23,0.424,0.695,0.273,0.806,,,,,
hover,0.49,0.95,3.56,5.17,0.576,0.546,0.333,0.797,,,,,
haunt,0.41,0.84,3.75,5.15,0.482,0.483,0.421,0.793,,,,,
jerky,0.36,0.79,3.86,4.61,0.424,0.454,0.472,0.710,,,,,
spice,0.44,1.23,3.33,5.46,0.518,0.707,0.227,0.842,,,,,
radii,0.3,0.95,3.75,4.67,0.353,0.546,0.421,0.719,,,,,
dogma,0.29,0.92,3.79,4.85,0.341,0.529,0.440,0.747,,,,,
tawny,0.42,0.72,3.86,5.06,0.494,0.414,0.472,0.780,,,,,
pedal,0.31,1.32,3.38,5.35,0.365,0.759,0.250,0.825,,,,,
scarf,0.34,1.23,3.43,5.05,0.400,0.707,0.273,0.778,,,,,
welsh,0.31,1.28,3.42,4.96,0.365,0.736,0.269,0.764,,,,,
syrup,0.27,1.03,3.7,4.87,0.318,0.592,0.398,0.750,,,,,
gamut,0.34,0.79,3.87,4.85,0.400,0.454,0.477,0.747,,,,,
ethos,0.37,1.45,3.18,5.23,0.435,0.833,0.157,0.806,,,,,
decor,0.3,1.33,3.37,5.24,0.353,0.764,0.245,0.807,,,,,
hobby,0.34,0.39,4.27,3.99,0.400,0.224,0.662,0.613,,,,,
spree,0.58,0.98,3.44,5.1,0.682,0.563,0.278,0.786,,,,,
liner,0.49,1.22,3.29,5.84,0.576,0.701,0.208,0.901,,,,,
salty,0.55,1.09,3.36,5.86,0.647,0.626,0.241,0.904,,,,,
knack,0.23,0.7,4.07,3.92,0.271,0.402,0.569,0.602,,,,,
juror,0.28,0.58,4.14,3.89,0.329,0.333,0.602,0.598,,,,,
abode,0.32,1.3,3.37,5.13,0.376,0.747,0.245,0.790,,,,,
tally,0.46,0.67,3.87,4.87,0.541,0.385,0.477,0.750,,,,,
ethic,0.12,1.33,3.56,4.46,0.141,0.764,0.333,0.686,,,,,
armor,0.29,0.95,3.76,4.53,0.341,0.546,0.426,0.697,,,,,
lithe,0.35,1.21,3.45,5.31,0.412,0.695,0.282,0.818,,,,,
owing,0.22,0.82,3.97,4.41,0.259,0.471,0.523,0.679,,,,,
voter,0.49,1.09,3.43,5.37,0.576,0.626,0.273,0.828,,,,,
tribe,0.4,1.18,3.42,5.45,0.471,0.678,0.269,0.840,,,,,
weigh,0.33,0.85,3.83,4.54,0.388,0.489,0.458,0.699,,,,,
lucid,0.28,0.85,3.87,4.89,0.329,0.489,0.477,0.753,,,,,
vicar,0.27,1.03,3.71,4.82,0.318,0.592,0.403,0.742,,,,,
gypsy,0.23,0.68,4.09,3.87,0.271,0.391,0.579,0.595,,,,,
cadet,0.56,1.09,3.36,5.56,0.659,0.626,0.241,0.857,,,,,
plump,0.24,0.52,4.25,3.83,0.282,0.299,0.653,0.589,,,,,
gleam,0.26,1.27,3.47,5.06,0.306,0.730,0.292,0.780,,,,,
crush,0.33,1.03,3.64,5.03,0.388,0.592,0.370,0.775,,,,,
yacht,0.28,0.88,3.84,4.66,0.329,0.506,0.463,0.717,,,,,
madly,0.42,0.77,3.81,5.21,0.494,0.443,0.449,0.803,,,,,
whine,0.4,0.88,3.72,5.04,0.471,0.506,0.407,0.776,,,,,
stoop,0.31,0.96,3.73,4.57,0.365,0.552,0.412,0.703,,,,,
inlet,0.38,1.26,3.36,5.32,0.447,0.724,0.241,0.820,,,,,
teddy,0.34,0.82,3.84,4.47,0.400,0.471,0.463,0.688,,,,,
snowy,0.37,0.91,3.72,4.94,0.435,0.523,0.407,0.761,,,,,
clump,0.26,0.68,4.06,4.48,0.306,0.391,0.565,0.689,,,,,
aides,0.66,1.3,3.04,6.12,0.776,0.747,0.093,0.944,,,,,
aunts,0.55,1.06,3.39,5.85,0.647,0.609,0.255,0.902,,,,,
autos,0.49,1.22,3.29,5.74,0.576,0.701,0.208,0.885,,,,,
bales,0.78,1.12,3.1,6.25,0.918,0.644,0.120,0.964,,,,,
barns,0.68,0.96,3.36,5.98,0.800,0.552,0.241,0.922,,,,,
beads,0.62,1.18,3.19,5.89,0.729,0.678,0.162,0.908,,,,,
beats,0.66,1.22,3.12,6.12,0.776,0.701,0.130,0.944,,,,,
benny,0.45,0.59,3.97,4.59,0.529,0.339,0.523,0.707,,,,,
blots,0.59,0.96,3.46,5.68,0.694,0.552,0.287,0.876,,,,,
capes,0.75,1.07,3.18,6.01,0.882,0.615,0.157,0.927,,,,,
clint,0.41,0.87,3.72,5.24,0.482,0.500,0.407,0.807,,,,,
clods,0.56,0.97,3.47,5.51,0.659,0.557,0.292,0.849,,,,,
combo,0.31,0.47,4.22,3.98,0.365,0.270,0.639,0.612,,,,,
cubes,0.66,0.88,3.46,5.51,0.776,0.506,0.287,0.849,,,,,
cults,0.58,0.87,3.56,5.58,0.682,0.500,0.333,0.860,,,,,
dazed,0.5,0.69,3.81,4.49,0.588,0.397,0.449,0.691,,,,,
desks,0.52,0.84,3.64,4.78,0.612,0.483,0.370,0.736,,,,,
disks,0.5,0.58,3.92,4.66,0.588,0.333,0.500,0.717,,,,,
dives,0.65,0.95,3.41,5.61,0.765,0.546,0.264,0.865,,,,,
donna,0.38,0.81,3.81,4.76,0.447,0.466,0.449,0.733,,,,,
doric,0.36,0.99,3.65,5.29,0.424,0.569,0.375,0.815,,,,,
dover,0.5,1,3.51,5.39,0.588,0.575,0.310,0.831,,,,,
dregs,0.52,1.22,3.26,5.54,0.612,0.701,0.194,0.854,,,,,
ducks,0.46,0.7,3.84,5.11,0.541,0.402,0.463,0.787,,,,,
ethyl,0.1,1.31,3.59,4.31,0.118,0.753,0.347,0.663,,,,,
fined,0.51,0.84,3.64,5.4,0.600,0.483,0.370,0.832,,,,,
forts,0.65,0.92,3.43,5.79,0.765,0.529,0.273,0.893,,,,,
halls,0.61,0.76,3.62,5.14,0.718,0.437,0.361,0.792,,,,,
hangs,0.58,0.85,3.57,5.53,0.682,0.489,0.338,0.852,,,,,
hates,0.73,1.18,3.09,6.1,0.859,0.678,0.116,0.941,,,,,
hikes,0.63,0.95,3.42,5.6,0.741,0.546,0.269,0.863,,,,,
hilar,0.33,1.17,3.5,5.37,0.388,0.672,0.306,0.828,,,,,
hurts,0.55,0.91,3.54,5.6,0.647,0.523,0.324,0.863,,,,,
isles,0.56,1.08,3.37,5.01,0.659,0.621,0.245,0.772,,,,,
jowls,0.53,0.71,3.77,4.82,0.624,0.408,0.431,0.742,,,,,
lanes,0.76,1.25,2.99,6.38,0.894,0.718,0.069,0.984,,,,,
leaps,0.58,1.35,3.07,5.99,0.682,0.776,0.106,0.924,,,,,
lends,0.55,1.25,3.21,5.83,0.647,0.718,0.171,0.899,,,,,
macon,0.33,0.98,3.69,5.11,0.388,0.563,0.394,0.787,,,,,
manas,0.62,0.68,3.7,5.24,0.729,0.391,0.398,0.807,,,,,
mated,0.55,1.05,3.41,5.74,0.647,0.603,0.264,0.885,,,,,
misty,0.38,0.95,3.67,5.39,0.447,0.546,0.384,0.831,,,,,
mused,0.45,1.12,3.43,5.51,0.529,0.644,0.273,0.849,,,,,
pails,0.67,0.98,3.35,6,0.788,0.563,0.236,0.925,,,,,
picks,0.5,0.72,3.79,5.23,0.588,0.414,0.440,0.806,,,,,
poked,0.51,0.81,3.67,5.36,0.600,0.466,0.384,0.826,,,,,
ports,0.66,0.97,3.38,6.02,0.776,0.557,0.250,0.929,,,,,
raked,0.51,1.12,3.38,5.71,0.600,0.644,0.250,0.880,,,,,
rents,0.58,1.35,3.07,6.12,0.682,0.776,0.106,0.944,,,,,
rites,0.67,1.3,3.03,6.27,0.788,0.747,0.088,0.967,,,,,
robes,0.7,1.17,3.13,6.04,0.824,0.672,0.134,0.932,,,,,
ropes,0.7,1.19,3.11,6.13,0.824,0.684,0.125,0.946,,,,,
saith,0.52,1.11,3.37,5.73,0.612,0.638,0.245,0.884,,,,,
seals,0.71,1.07,3.22,5.65,0.835,0.615,0.176,0.871,,,,,
sends,0.63,0.86,3.51,5.22,0.741,0.494,0.310,0.804,,,,,
sheds,0.57,0.84,3.59,4.83,0.671,0.483,0.347,0.744,,,,,
sized,0.53,1.03,3.45,5.3,0.624,0.592,0.282,0.817,,,,,
slugs,0.57,0.53,3.9,4.65,0.671,0.305,0.491,0.716,,,,,
sokol,0.4,0.84,3.77,4.53,0.471,0.483,0.431,0.697,,,,,
tapes,0.72,1.19,3.09,6.17,0.847,0.684,0.116,0.952,,,,,
texts,0.53,0.83,3.64,4.55,0.624,0.477,0.370,0.700,,,,,
tides,0.66,1.16,3.18,6.03,0.776,0.667,0.157,0.930,,,,,
tiled,0.5,1.11,3.39,5.78,0.588,0.638,0.255,0.891,,,,,
titer,0.47,0.99,3.54,5.15,0.553,0.569,0.324,0.793,,,,,
umber,0.31,1.03,3.67,4.78,0.365,0.592,0.384,0.736,,,,,
vents,0.55,1.08,3.37,5.49,0.647,0.621,0.245,0.846,,,,,
vitro,0.25,1.05,3.7,4.79,0.294,0.603,0.398,0.738,,,,,
waxed,0.49,0.78,3.73,4.85,0.576,0.448,0.412,0.747,,,,,
xylem,0.29,0.85,3.87,4.14,0.341,0.489,0.477,0.637,,,,,
yanks,0.55,0.84,3.62,5.48,0.647,0.483,0.361,0.845,,,,,
stink,0.37,1.02,3.61,5.28,0.435,0.586,0.356,0.814,,,,,
outdo,0.2,0.78,4.02,4.06,0.235,0.448,0.546,0.624,,,,,
cluck,0.3,0.46,4.25,3.88,0.353,0.264,0.653,0.596,,,,,
stout,0.35,0.94,3.71,4.69,0.412,0.540,0.403,0.722,,,,,
lusty,0.35,1.04,3.62,5.37,0.412,0.598,0.361,0.828,,,,,
cheat,0.35,1.24,3.41,5.3,0.412,0.713,0.264,0.817,,,,,
peach,0.39,1.07,3.55,5.11,0.459,0.615,0.329,0.787,,,,,
aloft,0.3,1.13,3.57,5.01,0.353,0.649,0.338,0.772,,,,,
aroma,0.29,0.95,3.76,4.59,0.341,0.546,0.426,0.707,,,,,
thorn,0.3,1.04,3.66,5.12,0.353,0.598,0.380,0.789,,,,,
smelt,0.37,1.41,3.22,5.44,0.435,0.810,0.176,0.839,,,,,
shawl,0.36,1.1,3.55,5.09,0.424,0.632,0.329,0.784,,,,,
scare,0.47,1.56,2.98,5.93,0.553,0.897,0.065,0.915,,,,,
foyer,0.49,0.96,3.54,5.28,0.576,0.552,0.324,0.814,,,,,
oxide,0.3,1.08,3.63,4.55,0.353,0.621,0.366,0.700,,,,,
farce,0.5,1.11,3.39,5.39,0.588,0.638,0.255,0.831,,,,,
trait,0.4,0.93,3.67,4.99,0.471,0.534,0.384,0.769,,,,,
float,0.36,1.07,3.57,5.16,0.424,0.615,0.338,0.795,,,,,
brink,0.38,0.7,3.92,4.96,0.447,0.402,0.500,0.764,,,,,
sever,0.54,0.93,3.53,4.83,0.635,0.534,0.319,0.744,,,,,
bland,0.42,0.86,3.72,5.2,0.494,0.494,0.407,0.801,,,,,
cinch,0.35,0.49,4.16,4.19,0.412,0.282,0.611,0.644,,,,,
quart,0.33,0.9,3.77,4.69,0.388,0.517,0.431,0.722,,,,,
rhyme,0.27,1.05,3.68,4.73,0.318,0.603,0.389,0.728,,,,,
clown,0.3,0.83,3.87,4.66,0.353,0.477,0.477,0.717,,,,,
grate,0.47,1.26,3.27,5.75,0.553,0.724,0.199,0.887,,,,,
soggy,0.46,0.63,3.91,4.55,0.541,0.362,0.495,0.700,,,,,
fanny,0.48,0.4,4.13,4.44,0.565,0.230,0.597,0.683,,,,,
louse,0.45,1.4,3.15,5.82,0.529,0.805,0.144,0.898,,,,,
valve,0.4,0.93,3.67,4.42,0.471,0.534,0.384,0.680,,,,,
swine,0.46,1.18,3.36,5.51,0.541,0.678,0.241,0.849,,,,,
melee,0.57,0.42,4.01,4.11,0.671,0.241,0.542,0.632,,,,,
carve,0.49,1.08,3.43,5.36,0.576,0.621,0.273,0.826,,,,,
ardor,0.29,1.02,3.69,4.59,0.341,0.586,0.394,0.707,,,,,
spoil,0.34,1.22,3.44,5.38,0.400,0.701,0.278,0.829,,,,,
lance,0.47,1.22,3.31,5.58,0.553,0.701,0.218,0.860,,,,,
loath,0.44,1.04,3.52,5.35,0.518,0.598,0.315,0.825,,,,,
risky,0.33,1.03,3.64,5.2,0.388,0.592,0.370,0.801,,,,,
